Vendor,"GRAPHTEC Corporation"
Model,"GL840"
Version,"Ver1.31  "
MaxChannel,20
GSStartCH,20
WLStartCH,20
MaxLogicChannel,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,6079      
Trigger,0         
Start time,2026-02-27,13:07:35
End time,2026-02-27,13:17:43
Trigger time,2026-02-27,13:07:35
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1,"Z1","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],0,13,23,0
CH2,"Z2","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,5,6,0
CH3,"Z3","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],9,22,8,0
CH4,"IC6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],21,0,21,0
CH5,"L6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,16,2,0
CH6,"T19","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],5,23,30,0
CH10,"CH10","M",DC,5V,,Off,+2.500,-2.500,[V],19,27,0,0
CH11,"CH11","M",DC,1-5V,,Off,+5.000,+1.000,[V],28,5,6,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH10,CH11,Alarm1-10,Alarm11-20,AlarmOut
      5428,2026/02/27 13:16:37,700,+ 68.00,+ 48.35,+ 46.30,+ 48.60,+ 46.80,+ 45.55,+ 1.626,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5429,2026/02/27 13:16:37,800,+ 68.00,+ 48.40,+ 46.30,+ 48.60,+ 46.80,+ 45.50,+ 1.625,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5430,2026/02/27 13:16:37,900,+ 68.00,+ 48.35,+ 46.30,+ 48.65,+ 46.80,+ 45.55,+ 1.625,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5431,2026/02/27 13:16:38,  0,+ 67.95,+ 48.30,+ 46.30,+ 48.65,+ 46.80,+ 45.55,+ 1.624,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5432,2026/02/27 13:16:38,100,+ 68.00,+ 48.35,+ 46.25,+ 48.60,+ 46.80,+ 45.55,+ 1.624,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5433,2026/02/27 13:16:38,200,+ 68.00,+ 48.35,+ 46.30,+ 48.65,+ 46.80,+ 45.55,+ 1.624,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5434,2026/02/27 13:16:38,300,+ 68.05,+ 48.30,+ 46.25,+ 48.65,+ 46.80,+ 45.60,+ 1.623,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5435,2026/02/27 13:16:38,400,+ 68.05,+ 48.35,+ 46.30,+ 48.65,+ 46.80,+ 45.60,+ 1.623,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5436,2026/02/27 13:16:38,500,+ 68.05,+ 48.40,+ 46.30,+ 48.65,+ 46.85,+ 45.55,+ 1.623,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5437,2026/02/27 13:16:38,600,+ 68.00,+ 48.35,+ 46.30,+ 48.65,+ 46.80,+ 45.60,+ 1.622,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5438,2026/02/27 13:16:38,700,+ 68.00,+ 48.35,+ 46.30,+ 48.65,+ 46.85,+ 45.65,+ 1.620,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5439,2026/02/27 13:16:38,800,+ 68.05,+ 48.35,+ 46.30,+ 48.65,+ 46.80,+ 45.60,+ 1.621,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5440,2026/02/27 13:16:38,900,+ 68.00,+ 48.35,+ 46.30,+ 48.70,+ 46.80,+ 45.60,+ 1.621,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5441,2026/02/27 13:16:39,  0,+ 68.05,+ 48.40,+ 46.30,+ 48.65,+ 46.85,+ 45.60,+ 1.619,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5442,2026/02/27 13:16:39,100,+ 68.05,+ 48.40,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.620,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5443,2026/02/27 13:16:39,200,+ 68.05,+ 48.40,+ 46.30,+ 48.65,+ 46.85,+ 45.60,+ 1.620,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5444,2026/02/27 13:16:39,300,+ 68.05,+ 48.40,+ 46.30,+ 48.65,+ 46.85,+ 45.60,+ 1.619,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5445,2026/02/27 13:16:39,400,+ 68.05,+ 48.40,+ 46.30,+ 48.65,+ 46.85,+ 45.60,+ 1.619,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5446,2026/02/27 13:16:39,500,+ 68.05,+ 48.40,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.618,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5447,2026/02/27 13:16:39,600,+ 68.05,+ 48.40,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.618,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5448,2026/02/27 13:16:39,700,+ 68.05,+ 48.40,+ 46.30,+ 48.70,+ 46.80,+ 45.65,+ 1.618,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5449,2026/02/27 13:16:39,800,+ 68.05,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.617,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5450,2026/02/27 13:16:39,900,+ 68.10,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.60,+ 1.617,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5451,2026/02/27 13:16:40,  0,+ 68.10,+ 48.40,+ 46.30,+ 48.70,+ 46.85,+ 45.60,+ 1.616,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5452,2026/02/27 13:16:40,100,+ 68.10,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.616,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5453,2026/02/27 13:16:40,200,+ 68.10,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.615,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5454,2026/02/27 13:16:40,300,+ 68.05,+ 48.45,+ 46.35,+ 48.70,+ 46.85,+ 45.65,+ 1.615,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5455,2026/02/27 13:16:40,400,+ 68.05,+ 48.50,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.615,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5456,2026/02/27 13:16:40,500,+ 68.05,+ 48.45,+ 46.30,+ 48.75,+ 46.85,+ 45.65,+ 1.614,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5457,2026/02/27 13:16:40,600,+ 68.05,+ 48.45,+ 46.30,+ 48.70,+ 46.90,+ 45.65,+ 1.614,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5458,2026/02/27 13:16:40,700,+ 68.10,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.613,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5459,2026/02/27 13:16:40,800,+ 68.10,+ 48.45,+ 46.30,+ 48.75,+ 46.85,+ 45.65,+ 1.613,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5460,2026/02/27 13:16:40,900,+ 68.05,+ 48.45,+ 46.30,+ 48.70,+ 46.85,+ 45.65,+ 1.613,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5461,2026/02/27 13:16:41,  0,+ 68.10,+ 48.50,+ 46.35,+ 48.80,+ 46.85,+ 45.65,+ 1.612,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5462,2026/02/27 13:16:41,100,+ 68.15,+ 48.50,+ 46.35,+ 48.75,+ 46.90,+ 45.70,+ 1.612,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5463,2026/02/27 13:16:41,200,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.90,+ 45.65,+ 1.612,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5464,2026/02/27 13:16:41,300,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.90,+ 45.70,+ 1.611,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5465,2026/02/27 13:16:41,400,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.611,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5466,2026/02/27 13:16:41,500,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.90,+ 45.70,+ 1.610,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5467,2026/02/27 13:16:41,600,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.90,+ 45.70,+ 1.610,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5468,2026/02/27 13:16:41,700,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.95,+ 45.65,+ 1.610,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5469,2026/02/27 13:16:41,800,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.65,+ 1.609,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5470,2026/02/27 13:16:41,900,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.609,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5471,2026/02/27 13:16:42,  0,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 46.90,+ 45.70,+ 1.609,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5472,2026/02/27 13:16:42,100,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.65,+ 1.608,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5473,2026/02/27 13:16:42,200,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.608,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5474,2026/02/27 13:16:42,300,+ 68.10,+ 48.60,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.608,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5475,2026/02/27 13:16:42,400,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.608,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5476,2026/02/27 13:16:42,500,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 47.00,+ 45.70,+ 1.607,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5477,2026/02/27 13:16:42,600,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.90,+ 45.65,+ 1.607,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5478,2026/02/27 13:16:42,700,+ 68.15,+ 48.55,+ 46.40,+ 48.75,+ 46.90,+ 45.65,+ 1.607,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5479,2026/02/27 13:16:42,800,+ 68.10,+ 48.55,+ 46.35,+ 48.75,+ 46.90,+ 45.65,+ 1.607,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5480,2026/02/27 13:16:42,900,+ 68.15,+ 48.55,+ 46.35,+ 48.75,+ 46.90,+ 45.65,+ 1.606,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5481,2026/02/27 13:16:43,  0,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.90,+ 45.70,+ 1.606,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5482,2026/02/27 13:16:43,100,+ 68.15,+ 48.55,+ 46.40,+ 48.75,+ 46.90,+ 45.70,+ 1.606,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5483,2026/02/27 13:16:43,200,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.606,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5484,2026/02/27 13:16:43,300,+ 68.15,+ 48.55,+ 46.35,+ 48.75,+ 46.90,+ 45.70,+ 1.606,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5485,2026/02/27 13:16:43,400,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 46.90,+ 45.65,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5486,2026/02/27 13:16:43,500,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.95,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5487,2026/02/27 13:16:43,600,+ 68.15,+ 48.55,+ 46.35,+ 48.80,+ 46.95,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5488,2026/02/27 13:16:43,700,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.90,+ 45.65,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5489,2026/02/27 13:16:43,800,+ 68.15,+ 48.55,+ 46.40,+ 48.80,+ 46.95,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5490,2026/02/27 13:16:43,900,+ 68.15,+ 48.60,+ 46.40,+ 48.80,+ 46.90,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5491,2026/02/27 13:16:44,  0,+ 68.15,+ 48.60,+ 46.35,+ 48.80,+ 46.90,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5492,2026/02/27 13:16:44,100,+ 68.15,+ 48.55,+ 46.45,+ 48.80,+ 46.95,+ 45.70,+ 1.605,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5493,2026/02/27 13:16:44,200,+ 68.15,+ 48.60,+ 46.45,+ 48.80,+ 47.00,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5494,2026/02/27 13:16:44,300,+ 68.15,+ 48.60,+ 46.45,+ 48.85,+ 47.00,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5495,2026/02/27 13:16:44,400,+ 68.20,+ 48.60,+ 46.45,+ 48.85,+ 46.95,+ 45.70,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5496,2026/02/27 13:16:44,500,+ 68.20,+ 48.60,+ 46.45,+ 48.85,+ 47.00,+ 45.80,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5497,2026/02/27 13:16:44,600,+ 68.20,+ 48.60,+ 46.45,+ 48.85,+ 46.95,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5498,2026/02/27 13:16:44,700,+ 68.25,+ 48.60,+ 46.50,+ 48.85,+ 47.00,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5499,2026/02/27 13:16:44,800,+ 68.15,+ 48.60,+ 46.45,+ 48.85,+ 47.00,+ 45.70,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5500,2026/02/27 13:16:44,900,+ 68.15,+ 48.65,+ 46.50,+ 48.85,+ 46.95,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5501,2026/02/27 13:16:45,  0,+ 68.20,+ 48.60,+ 46.45,+ 48.85,+ 47.00,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5502,2026/02/27 13:16:45,100,+ 68.20,+ 48.60,+ 46.45,+ 48.85,+ 47.00,+ 45.75,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5503,2026/02/27 13:16:45,200,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.00,+ 45.75,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5504,2026/02/27 13:16:45,300,+ 68.20,+ 48.65,+ 46.50,+ 48.85,+ 47.00,+ 45.80,+ 1.604,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5505,2026/02/27 13:16:45,400,+ 68.15,+ 48.65,+ 46.50,+ 48.85,+ 46.95,+ 45.75,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5506,2026/02/27 13:16:45,500,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.05,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5507,2026/02/27 13:16:45,600,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.00,+ 45.75,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5508,2026/02/27 13:16:45,700,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.00,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5509,2026/02/27 13:16:45,800,+ 68.20,+ 48.65,+ 46.45,+ 48.85,+ 47.00,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5510,2026/02/27 13:16:45,900,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.05,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5511,2026/02/27 13:16:46,  0,+ 68.20,+ 48.65,+ 46.50,+ 48.85,+ 47.00,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5512,2026/02/27 13:16:46,100,+ 68.25,+ 48.65,+ 46.50,+ 48.85,+ 47.00,+ 45.75,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5513,2026/02/27 13:16:46,200,+ 68.15,+ 48.65,+ 46.50,+ 48.85,+ 47.00,+ 45.80,+ 1.603,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5514,2026/02/27 13:16:46,300,+ 68.25,+ 48.60,+ 46.50,+ 48.85,+ 47.05,+ 45.75,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5515,2026/02/27 13:16:46,400,+ 68.20,+ 48.65,+ 46.50,+ 48.85,+ 47.00,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5516,2026/02/27 13:16:46,500,+ 68.20,+ 48.60,+ 46.50,+ 48.85,+ 47.00,+ 45.75,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5517,2026/02/27 13:16:46,600,+ 68.20,+ 48.65,+ 46.50,+ 48.85,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5518,2026/02/27 13:16:46,700,+ 68.20,+ 48.65,+ 46.50,+ 48.90,+ 47.00,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5519,2026/02/27 13:16:46,800,+ 68.25,+ 48.65,+ 46.50,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5520,2026/02/27 13:16:46,900,+ 68.25,+ 48.65,+ 46.50,+ 48.90,+ 47.00,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5521,2026/02/27 13:16:47,  0,+ 68.25,+ 48.65,+ 46.55,+ 48.90,+ 47.05,+ 45.75,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5522,2026/02/27 13:16:47,100,+ 68.20,+ 48.65,+ 46.50,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5523,2026/02/27 13:16:47,200,+ 68.25,+ 48.65,+ 46.50,+ 48.90,+ 47.05,+ 45.85,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5524,2026/02/27 13:16:47,300,+ 68.25,+ 48.65,+ 46.55,+ 48.95,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5525,2026/02/27 13:16:47,400,+ 68.25,+ 48.70,+ 46.55,+ 48.90,+ 47.05,+ 45.85,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5526,2026/02/27 13:16:47,500,+ 68.20,+ 48.70,+ 46.50,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5527,2026/02/27 13:16:47,600,+ 68.25,+ 48.70,+ 46.55,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5528,2026/02/27 13:16:47,700,+ 68.25,+ 48.65,+ 46.55,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5529,2026/02/27 13:16:47,800,+ 68.30,+ 48.70,+ 46.50,+ 48.90,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5530,2026/02/27 13:16:47,900,+ 68.25,+ 48.70,+ 46.50,+ 48.90,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5531,2026/02/27 13:16:48,  0,+ 68.25,+ 48.70,+ 46.55,+ 48.90,+ 47.05,+ 45.80,+ 1.602,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5532,2026/02/27 13:16:48,100,+ 68.25,+ 48.70,+ 46.55,+ 48.90,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5533,2026/02/27 13:16:48,200,+ 68.25,+ 48.70,+ 46.60,+ 49.00,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5534,2026/02/27 13:16:48,300,+ 68.25,+ 48.70,+ 46.55,+ 48.95,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5535,2026/02/27 13:16:48,400,+ 68.25,+ 48.70,+ 46.55,+ 48.90,+ 47.10,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5536,2026/02/27 13:16:48,500,+ 68.25,+ 48.70,+ 46.60,+ 48.95,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5537,2026/02/27 13:16:48,600,+ 68.25,+ 48.70,+ 46.50,+ 48.90,+ 47.10,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5538,2026/02/27 13:16:48,700,+ 68.30,+ 48.70,+ 46.55,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5539,2026/02/27 13:16:48,800,+ 68.25,+ 48.70,+ 46.55,+ 48.95,+ 47.05,+ 45.80,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5540,2026/02/27 13:16:48,900,+ 68.25,+ 48.70,+ 46.55,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5541,2026/02/27 13:16:49,  0,+ 68.25,+ 48.70,+ 46.55,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5542,2026/02/27 13:16:49,100,+ 68.30,+ 48.75,+ 46.60,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5543,2026/02/27 13:16:49,200,+ 68.25,+ 48.70,+ 46.60,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5544,2026/02/27 13:16:49,300,+ 68.25,+ 48.75,+ 46.60,+ 48.95,+ 47.10,+ 45.85,+ 1.601,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5545,2026/02/27 13:16:49,400,+ 68.25,+ 48.70,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5546,2026/02/27 13:16:49,500,+ 68.25,+ 48.75,+ 46.55,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5547,2026/02/27 13:16:49,600,+ 68.30,+ 48.75,+ 46.60,+ 48.95,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5548,2026/02/27 13:16:49,700,+ 68.30,+ 48.75,+ 46.60,+ 48.95,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5549,2026/02/27 13:16:49,800,+ 68.25,+ 48.75,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5550,2026/02/27 13:16:49,900,+ 68.30,+ 48.75,+ 46.55,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5551,2026/02/27 13:16:50,  0,+ 68.30,+ 48.75,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5552,2026/02/27 13:16:50,100,+ 68.30,+ 48.75,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5553,2026/02/27 13:16:50,200,+ 68.30,+ 48.80,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5554,2026/02/27 13:16:50,300,+ 68.30,+ 48.75,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5555,2026/02/27 13:16:50,400,+ 68.35,+ 48.75,+ 46.60,+ 49.00,+ 47.15,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
      5556,2026/02/27 13:16:50,500,+ 68.25,+ 48.75,+ 46.60,+ 49.00,+ 47.10,+ 45.85,+ 1.600,+ 0.937,LLLLLLLLLL,LLLLLLLLLL,LLLL
